1901  |010001 |R     And *|002401.95 +383437.3 |M         |  5.8    |  15.2      |            |V |53820.      |     |   409.2            |38   |S3,5e-S8,8e(M7e) |HIP   00002|           |-0.016 -0.035|2000.0  | |Hip      |M         |R     And |
83244 |810015 |RW    TrA *|170046.69 -663949.9 |RRAB      | 10.89   |  11.66     |            |V |41489.292   |     |     0.3740438      |20   |F5-F6            |00001 06286|           |-0.009 -0.006|2000.0  | |Hip      |          |RW    TrA |
73152 |810157 |EN    TrA *|145700.69 -685022.9 |CEP:      |  8.7    |   9.1      |            |p |41785.0     |     |    36.54           |32   |F2Ib             |03939 09423|           |-0.004 +0.001|2000.0  | |Hip      |          |EN    TrA |
79212 |810160 |EQ    TrA *|161000.01 -660930.1 |EA/D      |  8.9    |   9.5      |   9.0      |p |41100.006   |     |     2.709149       |20  *|F3V              |00001 08953|           |-0.005 +0.019|2000.0  | |Hip      |          |EQ    TrA |
79079 |810260 |LL    TrA  |160832.98 -625854.8 |ACV       |  6.88   |(  0.028   )|            |V |            |     |     4.41           |     |B9p(Si)          |08415 CPD  |           |-0.002 -0.011|2000.0  | |Hip      |          |LL    TrA |
82129 |810264 |LP    TrA *|164639.99 -670634.9 |ACV       |  5.12   |(  0.033   )|            |V |            |     |     3.76           |     |A0p(Si)          |08415 CPD  |           |-0.015 -0.013|2000.0  | |Hip      |          |LP    TrA |
75961 |810266 |LR    TrA  |153049.82 -653557.6 |DCEPS     |  7.73   |   7.92     |            |V |            |     |                    |     |                 |67346 CPD  |           |-0.004 -0.008|2000.0  | |Hip      |          |LR    TrA |
75689 |810267 |LS    TrA  |152745.68 -630114.4 |RS        |  7.30   |   7.53     |            |V |            |     |                    |     |                 |69011 CPD  |           |-0.053 -0.032|2000.0  | |Hip      |          |LS    TrA |
78689 |810268 |LT    TrA  |160349.34 -624135.9 |WR        | 10.2    |(  0.13    )|            |V |            |     |                    |     |                 |69064 69224|           |-0.007 -0.011|2000.0  | |Hip      |          |LT    TrA |
81254 |810270 |LV    TrA  |163545.79 -670736.7 |RCB:      |  8.28   |   8.35     |            |V |            |     |                    |     |                 |70066 70133|           |-0.005 -0.003|2000.0  | |Hip      |          |LV    TrA |
74077 |810271 |LW    TrA  |150816.73 -685950.3 |LB:       |  8.55   |   8.68     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.013 -0.009|2000.0  | |Hip      |          |LW    TrA |
75665 |810272 |LX    TrA  |152733.09 -643153.4 |SRD:      |  5.81   |   5.83     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.013 -0.019|2000.0  | |Hip      |          |LX    TrA |
76279 |810273 |LY    TrA  |153450.26 -685320.7 |LB        |  7.10   |   7.29     |            |V |            |     |                    |     |                 |HIP   HIP  |           |+0.003 -0.005|2000.0  | |Hip      |          |LY    TrA |
76454 |810274 |LZ    TrA  |153652.67 -672905.0 |LPB       |  8.05   |   8.08     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.008 -0.017|2000.0  | |Hip      |          |LZ    TrA |
78034 |810275 |MM    TrA  |155601.70 -660909.2 |BE        | 10.45   |  10.60     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.004 -0.007|2000.0  | |Hip      |          |MM    TrA |
78231 |810276 |MN    TrA  |155828.33 -620337.7 |EA        |  8.50   |   9.00     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.003 -0.010|2000.0  | |Hip      |          |MN    TrA |
78491 |810277 |MO    TrA  |160125.32 -665055.0 |SRB       |  7.16   |   7.42     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.020 -0.022|2000.0  | |Hip      |          |MO    TrA |
78526 |810278 |MP    TrA  |160153.04 -642400.9 |E:        |  7.76   |   7.87     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.003 -0.006|2000.0  | |Hip      |          |MP    TrA |
78682 |810279 |MQ    TrA  |160344.47 -602954.5 |BE        |  6.86   |   7.25     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.004 -0.002|2000.0  | |Hip      |          |MQ    TrA |
80395 |810280 |MR    TrA  |162436.31 -654318.4 |ACV       |  8.71   |   8.82     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.004 -0.006|2000.0  | |Hip      |          |MR    TrA |
80707 |810281 |MS    TrA  |162841.34 -630836.3 |ACV:      |  8.86   |   8.96     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.007 +0.007|2000.0  | |Hip      |          |MS    TrA |
80978 |810282 |MT    TrA  |163211.72 -694556.1 |LB:       |  8.44   |   8.55     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.002 -0.015|2000.0  | |Hip      |          |MT    TrA |
81554 |810283 |MU    TrA  |163921.08 -701006.8 |ACV       |  9.27   |   9.34     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.000 -0.005|2000.0  | |Hip      |          |MU    TrA |
81753 |810284 |MV    TrA  |164153.47 -632410.1 |SRD       |  9.01   |   9.20     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.016 -0.054|2000.0  | |Hip      |          |MV    TrA |
81968 |810285 |MW    TrA  |164440.47 -684816.7 |LB:       |  8.60   |   8.71     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.004 -0.010|2000.0  | |Hip      |          |MW    TrA |
83150 |810286 |MX    TrA  |165933.97 -691605.4 |ACV       |  5.75   |   5.77     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.014 -0.013|2000.0  | |Hip      |          |MX    TrA |
76254 |810288 |MZ    TrA *|153434.11 -650611.3 |EA        |  8.57   |   8.76     |   8.73     |V |48127.076   |     |     4.73065        |     |A4V              |78011 DM   |           |-0.012 -0.021|2000.0  | |Hip      |          |MZ    TrA |
80022 |810290 |NO    TrA *|162004.49 -695748.3 |EA        |  8.67   |   8.86     |   8.85     |V |48022.005   |     |     5.66215        |     |F6V              |78011 DM   |           |-0.019 -0.028|2000.0  | |Hip      |          |NO    TrA |
81039 |810291 |NP    TrA  |163305.16 -605412.9 |DSCTC     |  7.88   |(  0.03  b )|            |V |            |     |     0.0613         |     |A3III            |78037 DM   |           |-0.013 -0.022|2000.0  | |Hip      |          |NP    TrA |
80645 |819009 |iot   TrA  |162757.34 -640328.6 |GDOR:     |  5.30   |   5.42     |            |Hp|            |     |                    |     |                 |75029 CPD  |           |+0.053 +0.026|2000.0  | |Hip      |          |iot   TrA |
111946|820003 |T     Tuc *|224033.48 -613313.6 |M         |  7.50   |  13.8      |            |V |41974.      |     |   250.3            |46   |M3IIe-M6IIe      |00001 00002|           |-0.006 -0.003|2000.0  | |Hip      |          |T     Tuc |
4541  |820006 |W     Tuc *|005809.70 -632344.4 |RRAB      | 10.73   |  11.92     |            |V |36878.431   |     |     0.64222988     |18   |A5-F4:           |00639 06286|           |+0.005 -0.020|2000.0  | |Hip      |          |W     Tuc |
110451|820034 |UU    Tuc  |222219.04 -605214.5 |M         | 10.4    |  13.6      |            |p |24005.      |     |   335.             |     |M4e              |00210 05232|           |+0.013 -0.005|2000.0  | |Hip      |          |UU    Tuc |
6115  |820066 |AM    Tuc *|011830.65 -675505.0 |RRC       | 11.39   |  11.87     |            |V |41960.387   |     |     0.4056575      |45   |A7:-F3           |00001 02380|           |+0.024 -0.028|2000.0  | |Hip      |          |AM    Tuc |
1387  |820070 |AQ    Tuc *|001721.51 -715456.9 |EW        |  9.91   |  10.48     |  10.48     |V |40477.7743  |     |     0.59484267     |     |F3/5(+A)         |06217 09611|           |+0.028 -0.009|2000.0  | |Hip      |          |AQ    Tuc |
4200  |820094 |BQ    Tuc  |005337.87 -625216.9 |LB:       |  5.70   |(  0.20    )|            |V |            |     |                    |     |M4III            |05840 CPD  |           |+0.074 +0.001|2000.0  | |Hip      |          |BQ    Tuc |
5321  |820096 |BS    Tuc *|010803.97 -615217.8 |DSCT      |  7.43   |   7.57     |            |V |            |     |     0.065          |     |A5III            |06338 CoD  |           |+0.121 -0.013|2000.0  | |Hip      |          |BS    Tuc |
4693  |820097 |BT    Tuc  |010018.98 -724435.8 |UV:       | 10.5    |  11.32     |            |B |            |     |                    |     |K0V:             |07487 04660|           |+0.036 +0.002|2000.0  | |Hip      |          |BT    Tuc |
4879  |820104 |CC    Tuc  |010242.91 -652722.0 |LB        |  6.19   |(  0.10    )|            |V |            |     |                    |     |M2III            |05840 CPD  |           |+0.009 +0.004|2000.0  | |Hip      |          |CC    Tuc |
4157  |820107 |CF    Tuc *|005307.77 -743905.6 |EA/RS     |  7.44   |   7.80     |   7.52     |V |44160.52    |     |     2.79765        |10  *|F8V+K1IV         |10064 CPD  |           |+0.243 +0.020|2000.0  | |Hip      |          |CF    Tuc |
115908|820108 |CG    Tuc  |232900.98 -630638.4 |ACV       |  5.66   |(  0.045   )|            |V |            |     |     2.3148         |     |A0p(Si)          |09919 CPD  |           |+0.039 -0.014|2000.0  | |Hip      |          |CG    Tuc |
523   |820117 |CQ    Tuc  |000619.02 -655025.9 |BY:       | 12.02   |  12.34     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.196 -0.553|2000.0  | |Hip      |          |CQ    Tuc |
1146  |820118 |CR    Tuc  |001420.81 -624619.0 |LB        |  6.64   |   6.82     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.007 +0.011|2000.0  | |Hip      |          |CR    Tuc |
1217  |820119 |CS    Tuc  |001512.25 -685058.5 |LB        |  8.73   |   8.89     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.017 -0.025|2000.0  | |Hip      |          |CS    Tuc |
1993  |820120 |CT    Tuc  |002514.60 -613048.3 |BY:       | 11.35   |  11.63     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.085 -0.063|2000.0  | |Hip      |          |CT    Tuc |
2933  |820121 |CU    Tuc  |003713.36 -634912.5 |EA        |  9.99   |  10.40     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.049 +0.037|2000.0  | |Hip      |          |CU    Tuc |
3634  |820122 |CV    Tuc  |004635.28 -580254.7 |LB:       |  7.43   |   7.53     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.017 +0.002|2000.0  | |Hip      |          |CV    Tuc |
3791  |820123 |CW    Tuc  |004843.18 -614342.7 |ELL:      |  9.44   |   9.60     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.002 -0.003|2000.0  | |Hip      |          |CW    Tuc |
4406  |820124 |CX    Tuc  |005629.38 -594023.4 |LB:       |  9.23   |   9.43     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.005 -0.001|2000.0  | |Hip      |          |CX    Tuc |
4513  |820125 |CY    Tuc  |005752.18 -702730.4 |LB:       |  8.70   |   8.85     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.020 +0.012|2000.0  | |Hip      |          |CY    Tuc |
5038  |820126 |CZ    Tuc  |010431.19 -703225.3 |SRA       |  8.81   |   9.25     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.026 +0.003|2000.0  | |Hip      |          |CZ    Tuc |
5868  |820127 |DD    Tuc  |011515.79 -580151.6 |SRB       |  8.54   |   8.74     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.034 -0.001|2000.0  | |Hip      |          |DD    Tuc |
6039  |820128 |DE    Tuc  |011735.01 -651242.4 |SRB       |  6.86   |   7.03     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.028 +0.003|2000.0  | |Hip      |          |DE    Tuc |
109547|820129 |DF    Tuc  |221123.74 -640051.5 |LB:       |  7.62   |   7.75     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.009 +0.009|2000.0  | |Hip      |          |DF    Tuc |
109763|820130 |DG    Tuc  |221357.49 -612655.5 |LB        |  7.96   |   8.19     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.018 -0.002|2000.0  | |Hip      |          |DG    Tuc |
109770|820131 |DH    Tuc  |221402.60 -571306.3 |LB        |  7.70   |   8.25     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.015 -0.010|2000.0  | |Hip      |          |DH    Tuc |
109955|820132 |DI    Tuc  |221608.19 -573405.1 |LB        |  7.08   |   7.21     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.018 -0.012|2000.0  | |Hip      |          |DI    Tuc |
110842|820133 |DK    Tuc  |222721.20 -580002.2 |E:        |  6.90   |   6.97     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.016 +0.007|2000.0  | |Hip      |          |DK    Tuc |
112830|820134 |DL    Tuc  |225101.54 -593650.7 |BY:       | 11.74   |  12.02     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.127 -0.046|2000.0  | |Hip      |          |DL    Tuc |
113330|820135 |DM    Tuc  |225705.82 -572404.3 |LB        |  6.62   |   7.26     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.066 -0.057|2000.0  | |Hip      |          |DM    Tuc |
114175|820136 |DN    Tuc  |230718.93 -605234.8 |E:        |  8.57   |   8.71     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.022 +0.001|2000.0  | |Hip      |          |DN    Tuc |
